Date,MSFT
2020-09-28,200.81642150878906
2020-09-29,198.72616577148438
2020-09-30,201.66973876953125
2020-10-01,203.71206665039062
2020-10-02,197.70021057128906
2020-10-05,201.71766662597656
2020-10-06,197.43174743652344
2020-10-07,201.19032287597656
2020-10-08,201.909423828125
2020-10-09,206.9241485595703
2020-10-12,212.283935546875
2020-10-13,213.68382263183594
2020-10-14,211.76617431640625
2020-10-15,210.6156005859375
2020-10-16,210.6156005859375
2020-10-19,205.39956665039062
2020-10-20,205.81187438964844
2020-10-21,205.9556884765625
2020-10-22,206.04196166992188
2020-10-23,207.32681274414062
2020-10-26,201.43006896972656
2020-10-27,204.46951293945312
2020-10-28,194.334716796875
2020-10-29,196.2907257080078
2020-10-30,194.13336181640625
2020-11-02,193.9991455078125
2020-11-03,197.9303436279297
2020-11-04,207.4802703857422
2020-11-05,214.09609985351562
2020-11-06,214.50839233398438
2020-11-09,209.39785766601562
2020-11-10,202.32174682617188
2020-11-11,207.63365173339844
2020-11-12,206.5693359375
2020-11-13,207.5952606201172
2020-11-16,208.28564453125
2020-11-17,205.6296844482422
2020-11-18,202.9187469482422
2020-11-19,204.2069549560547
2020-11-20,202.2554168701172
2020-11-23,201.9862518310547
2020-11-24,205.5912628173828
2020-11-25,205.60086059570312
2020-11-27,206.9082794189453
2020-11-30,205.79312133789062
2020-12-01,207.8503875732422
2020-12-02,207.0428924560547
2020-12-03,205.95655822753906
2020-12-04,206.07191467285156
2020-12-07,206.00460815429688
2020-12-08,207.6581268310547
2020-12-09,203.6108856201172
2020-12-10,202.38040161132812
2020-12-11,205.01443481445312
2020-12-14,205.9180908203125
2020-12-15,205.85079956054688
2020-12-16,210.80166625976562
2020-12-17,210.93624877929688
2020-12-18,210.13836669921875
2020-12-21,213.98367309570312
2020-12-22,215.28152465820312
2020-12-23,212.47439575195312
2020-12-24,214.13751220703125
2020-12-28,216.26205444335938
2020-12-29,215.48338317871094
2020-12-30,213.1089324951172
2020-12-31,213.82029724121094
2021-01-04,209.27320861816406
2021-01-05,209.47503662109375
2021-01-06,204.04351806640625
2021-01-07,209.84994506835938
2021-01-08,211.1285400390625
2021-01-11,209.08090209960938
2021-01-12,206.619873046875
2021-01-13,207.97535705566406
2021-01-14,204.78375244140625
2021-01-15,204.42803955078125
2021-01-19,208.07151794433594
2021-01-20,215.66604614257812
2021-01-21,216.27163696289062
2021-01-22,217.2137908935547
2021-01-25,220.65538024902344
2021-01-26,223.34715270996094
2021-01-27,223.89503479003906
2021-01-28,229.69187927246094
2021-01-29,222.991455078125
2021-02-01,230.38406372070312
2021-02-02,230.24949645996094
2021-02-03,233.60455322265625
2021-02-04,232.65284729003906
2021-02-05,232.8354949951172
2021-02-08,233.0950469970703
2021-02-09,234.34481811523438
2021-02-10,233.43154907226562
2021-02-11,235.03700256347656
2021-02-12,235.51760864257812
2021-02-16,234.2775115966797
2021-02-17,235.2988739013672
2021-02-18,234.90377807617188
2021-02-19,232.1865997314453
2021-02-22,225.96209716796875
2021-02-23,224.76727294921875
2021-02-24,226.00059509277344
2021-02-25,220.6432647705078
2021-02-26,223.9097137451172
2021-03-01,228.30349731445312
2021-03-02,225.3453826904297
2021-03-03,219.26539611816406
2021-03-04,218.4656524658203
2021-03-05,223.15814208984375
2021-03-08,219.1015625
2021-03-09,225.25865173339844
2021-03-10,223.94821166992188
2021-03-11,228.48655700683594
2021-03-12,227.15684509277344
2021-03-15,226.25115966796875
2021-03-16,229.04542541503906
2021-03-17,228.39984130859375
2021-03-18,222.3102264404297
2021-03-19,221.9536895751953
2021-03-22,227.38809204101562
2021-03-23,228.92013549804688
2021-03-24,226.87744140625
2021-03-25,223.87115478515625
2021-03-26,227.8602294921875
2021-03-29,226.66546630859375
2021-03-30,223.3990478515625
2021-03-31,227.17613220214844
2021-04-01,233.51629638671875
2021-04-05,239.99134826660156
2021-04-06,238.825439453125
2021-04-07,240.79110717773438
2021-04-08,244.01898193359375
2021-04-09,246.52418518066406
2021-04-12,246.58201599121094
2021-04-13,249.06797790527344
2021-04-14,246.27366638183594
2021-04-15,250.0411376953125
2021-04-16,251.2359619140625
2021-04-19,249.308837890625
2021-04-20,248.84637451171875
2021-04-21,251.08181762695312
2021-04-22,247.79615783691406
2021-04-23,251.63101196289062
2021-04-26,252.0164031982422
2021-04-27,252.42120361328125
2021-04-28,245.28121948242188
2021-04-29,243.30596923828125
2021-04-30,242.9879608154297
2021-05-03,242.67967224121094
2021-05-04,238.75802612304688
2021-05-05,237.48611450195312
2021-05-06,240.62728881835938
2021-05-07,243.2577667236328
2021-05-10,238.17022705078125
2021-05-11,237.2548370361328
2021-05-12,230.28836059570312
2021-05-13,234.17152404785156
2021-05-14,239.10484313964844
2021-05-17,236.2431182861328
2021-05-18,234.2196807861328
2021-05-19,234.7991485595703
2021-05-20,238.044189453125
2021-05-21,236.77899169921875
2021-05-24,242.1969451904297
2021-05-25,243.10479736328125
2021-05-26,242.8826904296875
2021-05-27,240.7772979736328
2021-05-28,241.13461303710938
2021-06-01,238.93267822265625
2021-06-02,238.83609008789062
2021-06-03,237.30050659179688
2021-06-04,242.20663452148438
2021-06-07,245.123291015625
2021-06-08,243.92572021484375
2021-06-09,244.91079711914062
2021-06-10,248.4358367919922
2021-06-11,249.06361389160156
2021-06-14,250.99517822265625
2021-06-15,249.5175323486328
2021-06-16,248.5711212158203
2021-06-17,251.9706573486328
2021-06-18,250.55091857910156
2021-06-21,253.64141845703125
2021-06-22,256.4228515625
2021-06-23,256.1910705566406
2021-06-24,257.5625
2021-06-25,255.94964599609375
2021-06-28,259.52301025390625
2021-06-29,262.1112976074219
2021-06-30,261.62835693359375
2021-07-01,262.3044738769531
2021-07-02,268.1473693847656
2021-07-06,268.15704345703125
2021-07-07,270.34930419921875
2021-07-08,267.9252624511719
2021-07-09,268.4273986816406
2021-07-12,267.82867431640625
2021-07-13,271.36334228515625
2021-07-14,272.8410339355469
2021-07-15,271.41162109375
2021-07-16,271.1412658691406
2021-07-19,267.5292663574219
2021-07-20,269.76025390625
2021-07-21,271.76904296875
2021-07-22,276.34674072265625
2021-07-23,279.7559509277344
2021-07-26,279.1571960449219
2021-07-27,276.7330627441406
2021-07-28,276.4240417480469
2021-07-29,276.6944580078125
2021-07-30,275.15887451171875
2021-08-02,275.0719909667969
2021-08-03,277.29327392578125
2021-08-04,276.70416259765625
2021-08-05,279.6110534667969
2021-08-06,279.55316162109375
2021-08-09,278.4618225097656
2021-08-10,276.636474609375
2021-08-11,277.12908935546875
2021-08-12,279.8912048339844
2021-08-13,282.8271789550781
2021-08-16,284.5172119140625
2021-08-17,283.04925537109375
2021-08-18,281.3171691894531
2021-08-19,287.1616516113281
2021-08-20,294.5058288574219
2021-08-23,294.7865295410156
2021-08-24,292.82220458984375
2021-08-25,292.2320556640625
2021-08-26,289.4065246582031
2021-08-27,290.01617431640625
2021-08-30,293.7608337402344
2021-08-31,292.10626220703125
2021-09-01,292.0578308105469
2021-09-02,291.3997802734375
2021-09-03,291.3901672363281
2021-09-07,290.4613037109375
2021-09-08,290.4903259277344
2021-09-09,287.6261291503906
2021-09-10,286.135986328125
2021-09-13,287.37451171875
2021-09-14,290.0838623046875
2021-09-15,294.9509582519531
2021-09-16,295.3380432128906
2021-09-17,290.16131591796875
2021-09-20,284.7716064453125
2021-09-21,285.2554016113281
2021-09-22,288.91302490234375
2021-09-23,289.8613586425781
2021-09-24,289.6581115722656
2021-09-27,284.6458435058594
2021-09-28,274.3406677246094
2021-09-29,274.8051452636719
2021-09-30,272.79248046875
2021-10-01,279.7400207519531
2021-10-04,273.94390869140625
2021-10-05,279.4109802246094
2021-10-06,283.6201171875
2021-10-07,285.3038635253906
2021-10-08,285.3038635253906
2021-10-11,284.7038879394531
2021-10-12,283.3976135253906
2021-10-13,286.7165832519531
2021-10-14,292.947998046875
2021-10-15,294.3607177734375
2021-10-18,297.34100341796875
2021-10-19,298.25067138671875
2021-10-20,297.45721435546875
2021-10-21,300.6986389160156
2021-10-22,299.1505432128906
2021-10-25,298.15380859375
2021-10-26,300.0697021484375
2021-10-27,312.7069396972656
2021-10-28,313.8486633300781
2021-10-29,320.88330078125
2021-11-01,318.7061767578125
2021-11-02,322.34442138671875
2021-11-03,323.186279296875
2021-11-04,325.5472106933594
2021-11-05,325.1795654296875
2021-11-08,326.0794982910156
2021-11-09,325.0731201171875
2021-11-10,320.0898742675781
2021-11-11,321.6671142578125
2021-11-12,325.8182678222656
2021-11-15,325.1892395019531
2021-11-16,328.5179748535156
2021-11-17,328.7408752441406
2021-11-18,330.82501220703125
2021-11-19,332.60870361328125
2021-11-22,329.4291076660156
2021-11-23,327.344970703125
2021-11-24,327.5678405761719
2021-11-26,319.58978271484375
2021-11-29,326.3270568847656
2021-11-30,320.47198486328125
2021-12-01,319.9775085449219
2021-12-02,319.40557861328125
2021-12-03,313.1239929199219
2021-12-06,316.2065734863281
2021-12-07,324.6694030761719
2021-12-08,324.7178649902344
2021-12-09,322.9051208496094
2021-12-10,332.0561828613281
2021-12-13,329.0122985839844
2021-12-14,318.290771484375
2021-12-15,324.40765380859375
2021-12-16,314.9560241699219
2021-12-17,313.88970947265625
2021-12-20,310.11883544921875
2021-12-21,317.2729187011719
2021-12-22,323.0020446777344
2021-12-23,324.4464111328125
2021-12-27,331.9689636230469
2021-12-28,330.8056640625
2021-12-29,331.4842224121094
2021-12-30,328.93475341796875
2021-12-31,326.0265808105469
2022-01-03,324.5046081542969
2022-01-04,318.9403076171875
2022-01-05,306.6968688964844
2022-01-06,304.2733459472656
2022-01-07,304.4284973144531
2022-01-10,304.6513366699219
2022-01-11,305.3397216796875
2022-01-12,308.5289611816406
2022-01-13,295.47125244140625
2022-01-14,300.7059631347656
2022-01-18,293.3870849609375
2022-01-19,294.04620361328125
2022-01-20,292.3692321777344
2022-01-21,286.96966552734375
2022-01-24,287.29925537109375
2022-01-25,279.660400390625
2022-01-26,287.6288146972656
2022-01-27,290.66302490234375
2022-01-28,298.8253479003906
2022-01-31,301.46209716796875
2022-02-01,299.3100280761719
2022-02-02,303.86627197265625
2022-02-03,292.0299377441406
2022-02-04,296.57635498046875
2022-02-07,291.7390441894531
2022-02-08,295.2385559082031
2022-02-09,301.68505859375
2022-02-10,293.1253662109375
2022-02-11,286.0100402832031
2022-02-14,285.9711608886719
2022-02-15,291.2738037109375
2022-02-16,290.9338684082031
2022-02-17,282.4145812988281
2022-02-18,279.6947021484375
2022-02-22,279.49072265625
2022-02-23,272.2538146972656
2022-02-24,286.16424560546875
2022-02-25,288.8064270019531
2022-02-28,290.2441101074219
2022-03-01,286.5138854980469
2022-03-02,291.6040954589844
2022-03-03,287.4562072753906
2022-03-04,281.5694885253906
2022-03-07,270.93267822265625
2022-03-08,267.960205078125
2022-03-09,280.24847412109375
2022-03-10,277.421630859375
2022-03-11,272.0595397949219
2022-03-14,268.5333557128906
2022-03-15,278.9371032714844
2022-03-16,285.96990966796875
2022-03-17,286.7762145996094
2022-03-18,291.83721923828125
2022-03-21,290.603515625
2022-03-22,295.36334228515625
2022-03-23,290.9240417480469
2022-03-24,295.4022521972656
2022-03-25,294.9942321777344
2022-03-28,301.8134765625
2022-03-29,306.3887634277344
2022-03-30,304.8830261230469
2022-03-31,299.4917907714844
2022-04-01,300.570068359375
2022-04-04,305.9613037109375
2022-04-05,301.9883117675781
2022-04-06,290.9338684082031
2022-04-07,292.7503356933594
2022-04-08,288.47613525390625
2022-04-11,277.1011047363281
2022-04-12,273.9925842285156
2022-04-13,279.3935852050781
2022-04-14,271.82635498046875
2022-04-18,272.4966735839844
2022-04-19,277.139892578125
2022-04-20,278.1696472167969
2022-04-21,272.77838134765625
2022-04-22,266.1922607421875
2022-04-25,272.69091796875
2022-04-26,262.4912109375
2022-04-27,275.11944580078125
2022-04-28,281.34613037109375
2022-04-29,269.58245849609375
2022-05-02,276.3336486816406
2022-05-03,273.7205810546875
2022-05-04,281.6861267089844
2022-05-05,269.4173583984375
2022-05-06,266.8722839355469
2022-05-09,257.0125427246094
2022-05-10,261.7918395996094
2022-05-11,253.09780883789062
2022-05-12,248.04656982421875
2022-05-13,253.65155029296875
2022-05-16,254.0207061767578
2022-05-17,259.18853759765625
2022-05-18,247.38772583007812
2022-05-19,246.47247314453125
2022-05-20,245.9077911376953
2022-05-23,253.78468322753906
2022-05-24,252.78182983398438
2022-05-25,255.60543823242188
2022-05-26,258.8963928222656
2022-05-27,266.0430603027344
2022-05-31,264.7091064453125
2022-06-01,265.24468994140625
2022-06-02,267.3478088378906
2022-06-03,262.9078674316406
2022-06-06,261.6712951660156
2022-06-07,265.3226013183594
2022-06-08,263.28759765625
2022-06-09,257.8156433105469
2022-06-10,246.32643127441406
2022-06-13,235.8790740966797
2022-06-14,238.05030822753906
2022-06-15,245.1288299560547
2022-06-16,238.51766967773438
2022-06-17,241.12710571289062
2022-06-21,247.0566864013672
2022-06-22,246.46275329589844
2022-06-23,252.04180908203125
2022-06-24,260.6490478515625
2022-06-27,257.9129943847656
2022-06-28,249.72450256347656
2022-06-29,253.40492248535156
2022-06-30,250.0653076171875
2022-07-01,252.7428436279297
2022-07-05,255.92678833007812
2022-07-06,259.1982421875
2022-07-07,261.33050537109375
2022-07-08,260.6100769042969
2022-07-11,257.54302978515625
2022-07-12,246.98854064941406
2022-07-13,246.06353759765625
2022-07-14,247.38772583007812
2022-07-15,249.95819091796875
2022-07-18,247.55325317382812
2022-07-19,252.69415283203125
2022-07-20,255.3619384765625
2022-07-21,257.86431884765625
2022-07-22,253.50228881835938
2022-07-25,252.01260375976562
2022-07-26,245.26512145996094
2022-07-27,261.6615905761719
2022-07-28,269.1296081542969
2022-07-29,273.34552001953125
2022-08-01,270.68743896484375
2022-08-02,267.58148193359375
2022-08-03,275.0299377441406
2022-08-04,276.1788330078125
2022-08-05,275.45843505859375
2022-08-08,272.9366149902344
2022-08-09,274.86444091796875
2022-08-10,281.5437927246094
2022-08-11,279.4600830078125
2022-08-12,284.2213134765625
2022-08-15,285.7402038574219
2022-08-16,285.0002136230469
2022-08-17,284.2489929199219
2022-08-18,283.1268310546875
2022-08-19,279.20440673828125
2022-08-22,271.0083312988281
2022-08-23,269.7301025390625
2022-08-24,269.0958557128906
2022-08-25,272.08160400390625
2022-08-26,261.58282470703125
2022-08-29,258.7922058105469
2022-08-30,256.5870666503906
2022-08-31,255.1234588623047
2022-09-01,254.0794219970703
2022-09-02,249.8447723388672
2022-09-06,247.10299682617188
2022-09-07,251.8254852294922
2022-09-08,252.24505615234375
2022-09-09,258.0408935546875
2022-09-12,260.177734375
2022-09-13,245.8735809326172
2022-09-14,246.0979766845703
2022-09-15,239.42398071289062
2022-09-16,238.79957580566406
2022-09-19,238.5848846435547
2022-09-20,236.56515502929688
2022-09-21,233.15008544921875
2022-09-22,235.1308135986328
2022-09-23,232.14508056640625
2022-09-26,231.6864776611328
2022-09-27,230.67173767089844
2022-09-28,235.21861267089844
2022-09-29,231.7352752685547
2022-09-30,227.24691772460938
2022-10-03,234.89663696289062
2022-10-04,242.83908081054688
2022-10-05,243.15127563476562
2022-10-06,240.79978942871094
2022-10-07,228.5543975830078
2022-10-10,223.68553161621094
2022-10-11,219.938720703125
2022-10-12,220.2705078125
2022-10-13,228.5543975830078
2022-10-14,223.0122833251953
2022-10-17,231.76455688476562
2022-10-18,232.7109832763672
2022-10-19,230.7400665283203
2022-10-20,230.41806030273438
2022-10-21,236.24313354492188
2022-10-24,241.24864196777344
2022-10-25,244.5758514404297
2022-10-26,225.70529174804688
2022-10-27,221.24623107910156
2022-10-28,230.14483642578125
2022-10-31,226.49562072753906
2022-11-01,222.63172912597656
2022-11-02,214.7576141357422
2022-11-03,209.0496063232422
2022-11-04,216.01632690429688
2022-11-07,222.33905029296875
2022-11-08,223.31475830078125
2022-11-09,219.06057739257812
2022-11-10,237.08226013183594
2022-11-11,241.11204528808594
2022-11-14,235.68698120117188
2022-11-15,236.09677124023438
2022-11-16,236.5272979736328
2022-11-17,236.4783935546875
2022-11-18,236.02830505371094
2022-11-21,236.84042358398438
2022-11-22,239.75624084472656
2022-11-23,242.2513885498047
2022-11-25,242.16334533691406
2022-11-28,236.55662536621094
2022-11-29,235.15745544433594
2022-11-30,249.648681640625
2022-12-01,249.20834350585938
2022-12-02,249.53126525878906
2022-12-05,244.81500244140625
2022-12-06,239.8443603515625
2022-12-07,239.11045837402344
2022-12-08,242.0752716064453
2022-12-09,240.1378936767578
2022-12-12,247.0753173828125
2022-12-13,251.39036560058594
2022-12-14,251.68394470214844
2022-12-15,243.6505889892578
2022-12-16,239.42359924316406
2022-12-19,235.27487182617188
2022-12-20,236.59579467773438
2022-12-21,239.16920471191406
2022-12-22,233.06349182128906
2022-12-23,233.59188842773438
2022-12-27,231.85997009277344
2022-12-28,229.4822998046875
2022-12-29,235.82278442382812
2022-12-30,234.65843200683594
2023-01-03,234.423583984375
2023-01-04,224.16915893554688
2023-01-05,217.52528381347656
2023-01-06,220.0888671875
2023-01-09,222.23175048828125
2023-01-10,223.92454528808594
2023-01-11,230.69558715820312
2023-01-12,233.37660217285156
2023-01-13,234.0811004638672
2023-01-17,235.17698669433594
2023-01-18,230.73472595214844
2023-01-19,226.93820190429688
2023-01-20,235.04981994628906
2023-01-23,237.35899353027344
2023-01-24,236.8306427001953
2023-01-25,235.431396484375
2023-01-26,242.66236877441406
2023-01-27,242.8189239501953
2023-01-30,237.4862060546875
2023-01-31,242.47645568847656
2023-02-01,247.31011962890625
2023-02-02,258.9050598144531
2023-02-03,252.7895965576172
2023-02-06,251.2435760498047
2023-02-07,261.8013610839844
2023-02-08,260.9892272949219
2023-02-09,257.9461364746094
2023-02-10,257.4373779296875
2023-02-13,265.4804382324219
2023-02-14,266.3121643066406
2023-02-15,264.18353271484375
2023-02-16,257.1502990722656
2023-02-17,253.1382598876953
2023-02-21,247.85110473632812
2023-02-22,246.7132110595703
2023-02-23,249.9110565185547
2023-02-24,244.46690368652344
2023-02-27,245.38897705078125
2023-02-28,244.66307067871094
2023-03-01,241.57313537597656
2023-03-02,246.32086181640625
2023-03-03,250.42111206054688
2023-03-06,251.97097778320312
2023-03-07,249.30284118652344
2023-03-08,248.86143493652344
2023-03-09,247.5077667236328
2023-03-10,243.84890747070312
2023-03-13,249.07723999023438
2023-03-14,255.81622314453125
2023-03-15,260.3775634765625
2023-03-16,270.9324035644531
2023-03-17,274.1006774902344
2023-03-20,267.0380554199219
2023-03-21,268.5585021972656
2023-03-22,267.0968933105469
2023-03-23,272.3645324707031
2023-03-24,275.2189636230469
2023-03-27,271.10888671875
2023-03-28,269.9808349609375
2023-03-29,275.16015625
2023-03-30,278.632568359375
2023-03-31,282.80157470703125
2023-04-03,281.751953125
2023-04-04,281.702880859375
2023-04-05,278.9170837402344
2023-04-06,286.03863525390625
2023-04-10,283.8707580566406
2023-04-11,277.43585205078125
2023-04-12,278.08331298828125
2023-04-13,284.3121337890625
2023-04-14,280.6827697753906
2023-04-17,283.29205322265625
2023-04-18,282.8702087402344
2023-04-19,282.94873046875
2023-04-20,280.6533203125
2023-04-21,280.3099670410156
2023-04-24,276.3961181640625
2023-04-25,270.1672058105469
2023-04-26,289.7366943359375
2023-04-27,299.01629638671875
2023-04-28,301.39996337890625
2023-05-01,299.7323913574219
2023-05-02,299.58526611328125
2023-05-03,298.5945129394531
2023-05-04,299.58526611328125
2023-05-05,304.7253112792969
2023-05-08,302.7634582519531
2023-05-09,301.14495849609375
2023-05-10,306.3536376953125
2023-05-11,304.195556640625
2023-05-12,303.07733154296875
2023-05-15,303.5579833984375
2023-05-16,305.7945251464844
2023-05-17,308.68475341796875
2023-05-18,313.12823486328125
2023-05-19,312.9512634277344
2023-05-22,315.7431945800781
2023-05-23,309.92340087890625
2023-05-24,308.53729248046875
2023-05-25,320.4029846191406
2023-05-26,327.2549743652344
2023-05-30,325.6034240722656
2023-05-31,322.8311767578125
2023-06-01,326.9502258300781
2023-06-02,329.7225036621094
2023-06-05,330.25341796875
2023-06-06,328.0316162109375
2023-06-07,317.906005859375
2023-06-08,319.75408935546875
2023-06-09,321.2582702636719
2023-06-12,326.2325439453125
2023-06-13,328.6312561035156
2023-06-14,331.629638671875
2023-06-15,342.20751953125
2023-06-16,336.5351867675781
2023-06-20,332.32763671875
2023-06-21,327.91363525390625
2023-06-22,333.9595031738281
2023-06-23,329.34893798828125
2023-06-26,323.03759765625
2023-06-27,328.9065246582031
2023-06-28,330.1649169921875
2023-06-29,329.37841796875
2023-06-30,334.7754821777344
2023-07-03,332.26861572265625
2023-07-05,332.4259338378906
2023-07-06,335.4931335449219
2023-07-07,331.51165771484375
2023-07-10,326.2129211425781
2023-07-11,326.8420715332031
2023-07-12,331.49200439453125
2023-07-13,336.8595886230469
2023-07-14,339.39593505859375
2023-07-17,339.8775939941406
2023-07-18,353.4046936035156
2023-07-19,349.0693664550781
2023-07-20,340.9983215332031
2023-07-21,337.9507751464844
2023-07-24,339.2680969238281
2023-07-25,345.0387878417969
2023-07-26,332.0523376464844
2023-07-27,325.1217346191406
2023-07-28,332.6421813964844
2023-07-31,330.23370361328125
2023-08-01,330.6466064453125
2023-08-02,321.9562072753906
2023-08-03,321.13043212890625
2023-08-04,322.2314758300781
2023-08-07,324.52203369140625
2023-08-08,320.53076171875
2023-08-09,316.77545166015625
2023-08-10,317.4635925292969
2023-08-11,315.57611083984375
2023-08-14,318.5547790527344
2023-08-15,316.41168212890625
2023-08-16,315.643310546875
2023-08-17,312.1755065917969
2023-08-18,311.781494140625
2023-08-21,317.1013488769531
2023-08-22,317.67266845703125
2023-08-23,322.145263671875
2023-08-24,315.2196350097656
2023-08-25,318.1849670410156
2023-08-28,318.89434814453125
2023-08-29,323.5343017578125
2023-08-30,323.9087219238281
2023-08-31,322.89398193359375
2023-09-01,323.7806701660156
2023-09-05,328.5980224609375
2023-09-06,327.9380187988281
2023-09-07,325.0120849609375
2023-09-08,329.3073425292969
2023-09-11,332.9228820800781
2023-09-12,326.84442138671875
2023-09-13,331.07080078125
2023-09-14,333.671630859375
2023-09-15,325.3174743652344
2023-09-18,324.1746826171875
2023-09-19,323.770751953125
2023-09-20,316.0077819824219
2023-09-21,314.78619384765625
2023-09-22,312.3036193847656
