Date,KO,PEP,Spread_Diff,Z,Signal
2024-01-02,56.383644104003906,159.68006896972656,-103.29642486572266,-2.9328894101904908,ENTER: Long KO / Short PEP
2024-01-26,55.95949172973633,155.01644897460938,-99.05695724487305,0.11965010628780778,Exit
2024-02-08,56.393070220947266,160.5481414794922,-104.15507125854492,-2.058658656038346,ENTER: Long KO / Short PEP
2024-02-13,55.94063949584961,155.9584197998047,-100.01778030395508,-0.23797472371248848,Exit
2024-03-05,56.10087203979492,150.78369140625,-94.68281936645508,2.3267570372101565,ENTER: Short KO / Long PEP
2024-04-11,56.10306167602539,156.66470336914062,-100.56164169311523,-0.21476771711888523,Exit
2024-05-16,60.15997314453125,170.3900604248047,-110.23008728027344,-2.266406807574871,ENTER: Long KO / Short PEP
2024-07-12,60.99060821533203,156.0430145263672,-95.05240631103516,0.19989402445445079,Exit
2024-08-02,66.38114166259766,166.97860717773438,-100.59746551513672,-2.2398919900841623,ENTER: Long KO / Short PEP
2024-08-07,65.54814910888672,161.11688232421875,-95.56873321533203,-0.12321696570724454,Exit
2024-08-29,68.9854507446289,161.39822387695312,-92.41277313232422,2.5129072845778473,ENTER: Short KO / Long PEP
2024-09-03,69.90462493896484,166.50967407226562,-96.60504913330078,0.012326094290630045,Exit
2024-09-20,69.0631332397461,161.7672882080078,-92.70415496826172,2.12102806295964,ENTER: Short KO / Long PEP
2024-10-08,66.6916275024414,161.049072265625,-94.3574447631836,0.20420966500184953,Exit
2024-11-15,59.51924133300781,149.89794921875,-90.37870788574219,2.485299095038647,ENTER: Short KO / Long PEP
